,Solvent 1,Solvent 2,Solvent 3,Solvent 4,Weights,M,Salt,Molality,Slope,Intercept,Goodness
11616,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.706325713],[90600.0],O=S(=O)([O-])C(F)(F)F.[Li+],2.666666667,-4381.275848,8.184633067,0.996430977
11623,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.762292111],[90600.0],O=S(=O)([O-])C(F)(F)F.[Li+],2,-3971.357777,6.816512423,0.996912146
11630,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.905842758],[90600.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.666666667,-5633.650641,10.54725068,0.993063297
11637,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.115619924],[90600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],26.66666667,-1756.739123,1.97291825,0.9954871
11644,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.207274756],[90600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],13.33333333,-2661.833015,4.315255654,0.97917781
11651,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.343376277],[90600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],6.666666667,-3445.532733,5.772963537,0.998679535
11658,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.511213847],[90600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.333333333,-3700.545306,5.616539965,0.98059752
11665,[Cu][Si](CCC1OC(=O)OC1)(CCC1OC(=O)OC1)CCC[Au],nan,nan,nan,[0.676560565],[90600.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.666666667,-6781.601234,13.71433101,0.994672003
11672,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.220200513],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],12.33501912,-3040.337369,4.240484292,0.97295191
11681,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.360925128],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],6.16750956,-4423.592505,7.745355653,0.991662088
11689,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.530411439],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],3.08375478,-5891.879779,10.36466523,0.998134703
11695,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.73848069],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.233501912,-7418.099151,14.07867151,0.998380431
11700,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.849570195],[21000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.616750956,-8967.986651,18.20942932,0.996561916
11704,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.302370618],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],12.33501912,-2127.975901,3.283994326,0.996523463
11713,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.46433882],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],6.16750956,-1577.332566,1.134215328,0.962446414
11722,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.634195876],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],3.08375478,-2059.470612,1.456027071,0.983025365
11731,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.812532525],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.233501912,-6204.385934,12.81546406,0.980520154
11738,[Cu]OC(=O)OCC(OC)(OC)C[Au],nan,nan,nan,[0.896571525],[21000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],0.616750956,-9052.916594,18.28725459,0.98136098
11763,[Cu]NCC[Au],nan,nan,nan,[0.983605947],[10000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.059438897,-2528.783645,2.687054737,0.999559376
11767,[Cu]NCC[Au],nan,nan,nan,[0.967740754],[10000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.118877794,-2447.494273,2.437419448,0.994562489
11771,[Cu]NCC[Au],nan,nan,nan,[0.937497782],[10000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.237755587,-2780.772185,3.856857017,0.997593993
11775,[Cu]NCC[Au],nan,nan,nan,[0.882349011],[10000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],0.475511175,-3052.614915,4.827416003,0.9961867
11779,[Cu]NCC[Au],nan,nan,nan,[0.749992901],[10000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.188777936,-3134.118573,5.09097532,0.996860501
11783,[Cu][Si](C)(C)OCCO[Au],nan,nan,nan,[0.975062764],[2995.715395],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.241009734,-1387.964499,1.074463928,0.997885579
11795,[Cu][Si](C)(C)OCCO[Au],nan,nan,nan,[0.950122317],[2995.715395],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.494704192,-1493.387837,1.678037212,0.995868099
11807,[Cu][Si](C)(C)OCCO[Au],nan,nan,nan,[0.900231788],[2995.715395],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.044375516,-1578.672186,1.837936162,0.995155968
11819,[Cu][Si](C)(C)OCCO[Au],nan,nan,nan,[0.850328409],[2995.715395],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.658714054,-2402.355823,4.476438867,0.992901544
11831,[Cu][Si](C)(C)OCCO[Au],nan,nan,nan,[0.800412175],[2995.715395],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.34984491,-2542.093513,4.08162572,0.994666655
11847,[Cu]CC(C#N)[Au],nan,nan,nan,[0.3499013],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],11.90399883,-5824.482004,10.46187957,0.99505906
11873,[Cu]OCC[Au],nan,nan,nan,[0.824862367],[50000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.13507378,-7857.746497,19.99136348,0.869739414
11874,[Cu]OCC[Au],nan,nan,nan,[0.701928306],[50000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],2.27014756,-8403.943929,20.55327813,0.904804739
11876,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.796887429],[37000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],1.362707245,-6993.804202,14.87534689,0.997907061
11879,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.200274079],[37000.0],O=S(=O)(F)[N-]S(=O)(=O)F.[Li+],21.34908017,-3238.151021,6.360584829,0.975664682
11985,[Cu]OCC[Au],nan,nan,nan,[0.849512086],[3997492.027],O=S(=O)([O-])C(F)(F)F.[Li+],1.13507378,-3474.17083,5.741451564,0.895442583
12006,[Cu]OCC[Au],O=C1OC(C)CO1,C1COC(=O)O1,nan,"[0.299795654, 0.347420972, 0.299675686]","[3997492.027, 102.0316941, 88.01604399]",O=S(=O)([O-])C(F)(F)F.[Li+],1.13507378,-2877.382523,4.15609467,0.989120522
12027,[Cu]OCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.601709411, 0.2917]","[3997492.027, 426.3709101]",O=S(=O)([O-])C(F)(F)F.[Li+],1.13507378,-2929.586238,4.218912012,0.966811357
12038,[Cu]OCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.409889581, 0.5175]","[3997492.027, 222.0892089]",O=S(=O)([O-])C(F)(F)F.[Li+],1.13507378,-3538.700203,6.434460632,0.972013399
12060,[Cu]OCC[Au],nan,nan,nan,[0.551044038],[3997492.027],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.837684449,-3121.726261,5.58500258,0.951760492
12067,[Cu]OCC[Au],nan,nan,nan,[0.738392881],[3997492.027],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.27014756,-3575.46717,6.782861223,0.960592121
12085,[Cu]OCC[Au],C1COC(=O)O1,nan,nan,"[0.429898361, 0.43]","[3997492.027, 88.01604399]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.13507378,-3345.005559,6.795770818,0.982531679
12094,[Cu]OCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.386682263, 0.4873]","[3997492.027, 222.0892089]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.13507378,-2220.00972,3.382787611,0.947434718
12109,[Cu]OCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.564755635, 0.3352]","[3997492.027, 222.0892089]",O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.13507378,-2409.437228,3.97088135,0.975917812
12167,[Cu]C(=O)CC(=O)OCCO[Au],nan,nan,nan,[0.925951994],[2258.658503],O=S(=O)([O-])C(F)(F)F.[Li+],0.512426339,-3487.643616,5.589163566,0.989142919
12182,[Cu]C(=O)CC(=O)OCCO[Au],nan,nan,nan,[0.869608327],[2258.658503],O=S(=O)([O-])C(F)(F)F.[Li+],0.960799385,-3371.579558,5.373088871,0.978302246
12196,[Cu]C(=O)CC(=O)OCCO[Au],nan,nan,nan,[0.769298243],[2258.658503],O=S(=O)([O-])C(F)(F)F.[Li+],1.92159877,-4102.032766,7.412572479,0.984917316
12210,[Cu]C(=O)CC(=O)OCCO[Au],nan,nan,nan,[0.625089091],[2258.658503],O=S(=O)([O-])C(F)(F)F.[Li+],3.84319754,-4497.397851,8.416460835,0.987348758
12224,[Cu]C(=O)CC(=O)OCCO[Au],nan,nan,nan,[0.454639705],[2258.658503],O=S(=O)([O-])C(F)(F)F.[Li+],7.686395081,-4938.153363,9.172116235,0.991962466
12236,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.985499976],[23400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.138763616,-4887.972695,6.594410558,0.992371462
12242,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.971414444],[23400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.277527232,-5569.622042,9.247223608,0.991430685
12249,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.957725881],[23400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.416290849,-5680.557078,9.670005167,0.993852718
12256,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.944417738],[23400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.555054465,-6695.11168,13.15364617,0.998562806
12263,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.918880996],[23400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.832581697,-7345.4825,15.33262703,0.999147605
12270,[Cu]CC(C#N)[Au],nan,nan,nan,[0.399964869],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],9.612004515,-7840.008254,14.95602991,0.993832303
12271,[Cu]CC(C#N)[Au],nan,nan,nan,[0.329931074],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],13.0123397,-5603.211262,9.878186691,0.995971647
12272,[Cu]CC(C#N)[Au],nan,nan,nan,[0.284751626],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],16.09347396,-3980.124049,6.018264703,1
12273,[Cu]CC(C#N)[Au],nan,nan,nan,[0.249737697],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],19.24811293,-2279.011654,1.533745591,0.993199385
12276,[Cu]CC(C#N)[Au],nan,nan,nan,[0.284977583],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],16.07563336,-3907.091309,5.809311035,0.999854103
12290,[Cu]CC(C#N)[Au],nan,nan,nan,[0.249918658],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],19.22953657,-2876.577527,3.211816851,0.982442017
12298,[Cu]CC(C#N)[Au],nan,nan,nan,[0.333236924],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],12.81969105,-5815.89829,10.4476403,0.994858166
12306,[Cu]CC(C#N)[Au],nan,nan,nan,[0.285625748],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],16.02461381,-4746.2893,8.145865929,0.987428926
12314,[Cu]CC(C#N)[Au],nan,nan,nan,[0.399895875],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],9.614768284,-7396.460578,13.72067223,0.990917903
12320,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.677629445],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],1.959055735,-5608.056146,11.46101779,0.996259348
12330,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.770812119],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],1.224409834,-5384.299928,10.74867702,0.998690568
12336,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.834575409],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.816240572,-5366.041433,10.71853303,0.996185985
12347,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.863127337],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.653018578,-5329.769742,10.29485493,0.999372897
12359,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.926536067],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.326509289,-5123.89153,9.777251356,0.996280121
12368,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.943871189],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.244881967,-3768.469247,5.390350354,0.990366166
12380,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.954587158],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.195905574,-3936.687593,5.697751346,0.980017295
12391,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.971125242],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.122440983,-4795.279069,7.680226627,0.996121745
12400,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.976766018],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.097952787,-4948.08069,7.968686133,0.999071353
12409,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.670352216],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],2.025026937,-5540.889266,11.28391556,1
12410,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.768520946],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],1.240336958,-5341.913609,10.56250386,0.997100083
12412,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.861594853],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.661504555,-5389.061489,10.48348107,1
12413,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.926108123],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.328563033,-5052.415165,9.378687095,1
12417,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.976743325],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.09805074,-5505.598552,9.370272659,0.999991548
12420,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.83393142],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.820050935,-5180.773688,10.16827388,1
12423,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.94384576],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.24499951,-3415.745928,4.225085982,0.977774537
12425,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.971111782],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.122499755,-4575.093054,6.847933259,1
12427,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.679133512],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],1.945597022,-4877.447743,9.321049909,1
12431,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.92655921],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.326398276,-4099.104662,6.753918516,1
12433,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.954543809],[299817.3973],F[Sb-](F)(F)(F)(F)F.[Li+],0.196101479,-4918.421442,8.342153192,1
12445,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.626630029],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],3.91811147,-3001.173927,1.578584296,0.993297212
12454,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.843028606],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],1.224409834,-5122.828991,7.941148058,0.988647629
12466,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.909664552],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.653018578,-4973.841774,6.095977284,0.995949111
12474,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.77046411],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],1.959055735,-3881.363247,5.376166464,0.974325751
12484,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.870352701],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.979527868,-4011.956704,3.07628305,0.998670642
12492,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.94376679],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.391811147,-3112.642175,0.176404252,0.987496646
12501,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.952695646],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.326509289,-6415.057343,10.69478862,0.982157734
12510,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.964097144],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.244881967,-2779.167724,-0.745022394,0.970452879
12519,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.971069981],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.195905574,-3336.696217,0.670562636,0.972377716
12526,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.981720428],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.122440983,-5745.169919,8.59131614,0.997856607
12533,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.985322683],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.097952787,-5066.282042,5.087522404,0.992252725
12543,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.636231191],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],3.7597512,-2242.067656,-0.577052816,1
12545,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.84180869],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],1.235713586,-5297.584256,8.467384779,1
12547,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.909176284],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.656900774,-3872.354211,2.990960301,1
12548,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.943530683],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.393554707,-2751.121171,-0.969686599,1
12549,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.95284484],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.325428543,-6556.89539,11.30033495,1
12550,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.964068069],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.245087668,-2612.320508,-1.25671661,0.997792998
12551,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.971162697],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.195259085,-3196.254583,0.265483824,1
12552,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.981743398],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.122284259,-6009.541306,9.440991374,0.999467558
12556,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.843649432],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],1.218669801,-6539.652596,12.61765109,1
12557,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.870727487],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.976275835,-4597.407497,5.048480792,1
12560,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.95251226],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.327838182,-8984.670458,18.68666763,1
12566,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.768087537],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],1.985463806,-4553.747212,7.51594404,1
12575,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.98533136],[299817.3973],F[P-](F)(F)(F)(F)F.[Li+],0.097894015,-3331.904653,-0.539235985,1
12587,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.988612391],[299817.3973],F[B-](F)(F)F.[Li+],0.122440983,-3939.758968,3.405004845,0.983596034
12592,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.984873938],[299817.3973],F[B-](F)(F)F.[Li+],0.163254645,-4292.707329,5.048702506,0.997003792
12601,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.977481217],[299817.3973],F[B-](F)(F)F.[Li+],0.244881967,-4497.379011,6.053136042,0.997212132
12610,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.955954289],[299817.3973],F[B-](F)(F)F.[Li+],0.489763934,-4571.358847,7.186702924,0.995870266
12622,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.915624938],[299817.3973],F[B-](F)(F)F.[Li+],0.979527868,-4029.816813,6.160219353,0.994028138
12631,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.844380298],[299817.3973],F[B-](F)(F)F.[Li+],1.959055735,-4810.522482,9.126467298,0.990311272
12641,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.812759933],[299817.3973],F[B-](F)(F)F.[Li+],2.448819669,-3253.624921,5.131818823,0.98747456
12652,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.76501291],[299817.3973],F[B-](F)(F)F.[Li+],3.265092892,-4378.28169,7.745088548,0.998768187
12701,[Cu]CC(C#N)[Au],nan,nan,nan,[0.289747832],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],15.70549064,-4748.480887,8.162751667,0.986732169
12709,[Cu]CC(C#N)[Au],nan,nan,nan,[0.40473276],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],9.423294384,-7442.373022,13.82425285,0.991727184
12715,[Cu]CC(C#N)[Au],nan,nan,nan,[0.80313048],[150000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.570549064,-7733.145183,11.13150924,0.970966164
12719,[Cu]CC(Cl)[Au],nan,nan,nan,[0.798725174],[50000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.602461381,-350.9169399,-9.89228726,0.756977231
12725,[Cu]CC(Cl)[Au],nan,nan,nan,[0.748506658],[50000.0],O=S(=O)([O-])C(F)(F)F.[Li+],2.136615174,-471.4607896,-7.893003176,0.974663185
12731,[Cu]CC(Cl)[Au],nan,nan,nan,[0.698328123],[50000.0],O=S(=O)([O-])C(F)(F)F.[Li+],2.747076653,-114.9735258,-10.51357005,0.984068887
12744,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.99],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.094943229,-3092.205429,3.969752169,0.942732596
12753,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.97],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.290702463,-3827.956489,7.004107206,0.923493112
12762,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.95],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.494704192,-4241.187993,8.617594457,0.921903018
12771,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.9],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.044375516,-3123.827685,5.741079157,0.988123318
12780,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.85],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.658714054,-3617.981784,7.154011852,0.989372294
12789,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.8],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.34984491,-4502.367157,9.531046586,0.982839224
12798,[Cu]C(=O)CCCCC(=O)OCCO[Au],nan,nan,nan,[0.7],[10000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],4.02830556,-5551.992677,12.14653929,0.990863596
12816,[Cu]C(=O)CCCCC(=O)OCCCCO[Au],nan,nan,nan,[0.97],[12000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.290702463,-4089.615832,7.769106489,0.893293541
12825,[Cu]C(=O)CCCCC(=O)OCCCCCCO[Au],nan,nan,nan,[0.97],[38000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.290702463,-4390.979436,8.351473072,0.927132871
12834,[Cu]OC(=O)CCCCC[Au],nan,nan,nan,[0.97],[65000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.290702463,-3101.591683,4.339379083,0.945323132
12852,[Cu]C(=O)CCCCC(=O)OCCCCO[Au],nan,nan,nan,[0.95],[12000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.494704192,-4678.456621,9.843455155,0.884635263
12861,[Cu]C(=O)CCCCC(=O)OCCCCCCO[Au],nan,nan,nan,[0.95],[38000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.494704192,-5159.76968,10.98763599,0.925663435
12870,[Cu]OC(=O)CCCCC[Au],nan,nan,nan,[0.95],[65000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.494704192,-4128.988202,7.885199541,0.904665971
12888,[Cu]C(=O)CCCCC(=O)OCCCCO[Au],nan,nan,nan,[0.9],[12000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.044375516,-4681.402062,10.18583268,0.907226096
12897,[Cu]C(=O)CCCCC(=O)OCCCCCCO[Au],nan,nan,nan,[0.9],[38000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.044375516,-5171.303397,11.36575389,0.932100403
12906,[Cu]OC(=O)CCCCC[Au],nan,nan,nan,[0.9],[65000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.044375516,-3868.131534,7.698291852,0.92918643
12924,[Cu]C(=O)CCCCC(=O)OCCCCO[Au],nan,nan,nan,[0.8],[12000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.34984491,-3551.199177,6.875008711,0.988957104
12933,[Cu]C(=O)CCCCC(=O)OCCCCCCO[Au],nan,nan,nan,[0.8],[38000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.34984491,-3145.705214,5.845459801,0.983142896
12942,[Cu]OC(=O)CCCCC[Au],nan,nan,nan,[0.8],[65000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.34984491,-3678.038914,7.022285863,0.990178507
